,title,url,publication_date,summary,source_id,category_id,author_id,source_type
63,Mons. Escobar Alas se une al llamado del Papa Francisco por la paz en Tierra Santa,https://www.contrapunto.com.sv/mons-escobar-alas-se-une-al-llamado-del-papa-francisco-por-la-paz-en-tierra-santa/,2023-10-16T12:01:15-06:00,Mons. José Luis Escobar Alas se suma al llamado del Papa Francisco a la oración y el ayuno por la paz en Tierra Santa y Ucrania el próximo martes 17 de octubre.,Diario Digital Contra Punto,Internacionales,,Web Page
64,Gobierno habilita parqueo y transporte gratuito para eventos del Miss Universo 2023,https://www.contrapunto.com.sv/gobierno-habilita-parqueo-y-transporte-gratuito-para-eventos-del-miss-universo-2023/,2023-11-14T14:48:43-06:00,"Gobierno pone a disposición parqueo y transporte gratuito con dirección al Gimnasio Nacional para los días 15, 16 y 18 de noviembre, para eventos de Miss Universo 2023.",Diario Digital Contra Punto,Política,,Web Page
65,"Trabajo anuncia medidas en beneficio del sector de seguridad privada, construcción y municipal",https://www.contrapunto.com.sv/trabajo-anuncia-medidas-en-beneficio-del-sector-de-seguridad-privada-construccion-y-municipal/,2023-11-14T11:26:16-06:00,"Empresas de seguridad privada y construcción, así como las alcaldías, están bajo la inspección del Ministerio de Trabajo, a fin de identificar violaciones a los derechos laborales.",Diario Digital Contra Punto,Política,,Web Page
66,Precios del combustible bajan hasta $0.21 en el país,https://www.contrapunto.com.sv/precios-del-combustible-bajan-hasta-0-21-en-el-pais/,2023-11-13T18:07:19-06:00,"La Dirección General de Energía, Hidrocarburos y Minas informó que el combustible tendrá una baja de entre $0.12 y $0.21, dicha reducción estará vigente del 14 al 27 de noviembre.",Diario Digital Contra Punto,Política,,Web Page
67,"DOM inicia mejoramiento de 1.3 km de calle rural en Santa Rita, Chalatenango",https://www.contrapunto.com.sv/dom-inicia-mejoramiento-de-1-3-km-de-calle-rural-en-santa-rita-chalatenango/,2023-11-13T10:14:36-06:00,Este nuevo proyecto de la DOM conectará la carretera Longitudinal del Norte con la calle vieja a San Salvador.,Diario Digital Contra Punto,Política,,Web Page
68,"DOM entrega de calles renovadas en San Antonio Los Ranchos, Chalatenango",https://www.contrapunto.com.sv/dom-entrega-de-calles-renovadas-en-san-antonio-los-ranchos-chalatenango/,2023-11-13T09:43:16-06:00,"700 metros lineales de calles renovó la DOM en San Antonio Los Ranchos, departamento de Chalatenango.",Diario Digital Contra Punto,Política,,Web Page
69,"DOM inicia mejoramiento de calles rurales en Chiltiupán, La Libertad",https://www.contrapunto.com.sv/dom-inicia-mejoramiento-de-calles-rurales-en-chiltiupan-la-libertad/,2023-11-12T18:33:15-06:00,Las obras comprenden la renovación con superficie de concreto hidráulico de más de 4 kilómetros desde la calle del caserío El Coco al cantón Santa Lucía.,Diario Digital Contra Punto,Política,,Web Page
70,"DOM inicia trabajos de mejoramiento vial en Olocuilta, La Paz",https://www.contrapunto.com.sv/dom-inicia-trabajos-de-mejoramiento-vial-en-olocuilta-la-paz/,2023-11-12T17:58:25-06:00,"DOM inicia la demolición de asfalto deteriorado en Olocuilta, La Paz, y luego construirá una base de suelo cemento, para mejorar el acceso vial a las ventas de pupusas.
",Diario Digital Contra Punto,Política,,Web Page
71,Más de $34 millones solicita el Ministerio de Cultura como presupuesto de 2024,https://www.contrapunto.com.sv/mas-de-34-millones-solicita-el-ministerio-de-cultura-como-presupuesto-de-2024/,2023-11-11T16:17:44-06:00,"$34,003,461 millones solicita para 2024 el Ministerio de Cultura, estos serán dirigidos al mantenimiento de los circuitos culturales, centros históricos, el funcionamiento de la BINAES y más.",Diario Digital Contra Punto,Política,,Web Page
72,EE.UU. y El Salvador fortalecen alianza para impulsar desarrollo tecnológico,https://www.contrapunto.com.sv/ee-uu-y-el-salvador-fortalecen-alianza-para-impulsar-desarrollo-tecnologico/,2023-11-10T16:29:22-06:00,"La subsecretaria de Comercio Internacional de Estados Unidos, Marisa Lago, y la ministra de Economía, María Luisa Hayem, emitieron una declaración conjunta en la que resaltaron el compromiso de ambas naciones en profundizar la cooperación en materia digital.",Diario Digital Contra Punto,Política,,Web Page
73,Asamblea Legislativa aprueba vigésima prórroga del Régimen de Excepción,https://www.contrapunto.com.sv/asamblea-legislativa-aprueba-vigesima-prorroga-del-regimen-de-excepcion/,2023-11-10T11:00:00-06:00,"Con 67 votos a favor, la Asamblea Legislativa amplió la vigencia del Régimen de Excepción en El Salvador. Esta es la vigésima prórroga de la medida de seguridad promovida por el Gobierno. ",Diario Digital Contra Punto,Política,,Web Page
74,"Director General de Energía, Hidrocarburos y Minas, presenta  avances en materia energética en la VIII Semana de La Energía  ",https://www.contrapunto.com.sv/director-general-de-energia-hidrocarburos-y-minas-presenta-avances-en-materia-energetica-en-la-viii-semana-de-la-energia/,2023-11-09T21:29:10-06:00,"El titular de la DGEHM, Daniel Alvarez, presentó en el encuentro los avances en materia de transición energética e integración energética regional.",Diario Digital Contra Punto,Política,,Web Page
75,Constructora El Salvador finaliza obras de cableado subterráneo y electrificación en Zona Rosa,https://www.contrapunto.com.sv/constructora-el-salvador-finaliza-obras-de-cableado-subterraneo-y-electrificacion-en-zona-rosa/,2023-11-09T11:03:30-06:00,"El proyecto ejecutado por la Constructora El Salvador incluyó la sustitución del cableado aéreo por subterráneo, así como la retirada de los postes que sostenían estos cables.",Diario Digital Contra Punto,Política,,Web Page
76,"VMT: Más de 1,500 detenidos por conducción peligrosa en 2023",https://www.contrapunto.com.sv/vmt-mas-de-1500-detenidos-por-conduccion-peligrosa-en-2023/,2023-11-08T16:23:04-06:00,"Hasta la fecha, más de 1,500 conductores peligrosos han sido detenidos en los controles antidopaje instalados en todo el territorio nacional. ",Diario Digital Contra Punto,Política,,Web Page
77,"Nace segunda hija del presidente, Nayib Bukele",https://www.contrapunto.com.sv/nace-segunda-hija-del-presidente-nayib-bukele/,2023-11-08T16:01:30-06:00,"El presidente de la República Nayib Bukele, informó en horas de la mañana, que este día nació su segunda hija llamada Aminah.",Diario Digital Contra Punto,Política,,Web Page
78,Fiscalía desarticula estructura dedicada al Tráfico Ilícito de Personas,https://www.contrapunto.com.sv/fiscalia-desarticula-estructura-dedicada-al-trafico-ilicito-de-personas/,2023-11-14T10:02:16-06:00,"La FGR emitió 13 órdenes de captura, que resultaron en 10 capturas, como parte de un operativo realizado esta madrugada en Santa Ana, San Miguel y San Salvador.
",Diario Digital Contra Punto,Sociedad,,Web Page
79,"Ministro de salud, Francisco Alabi: ISSS no se fusionará con el MINSAL",https://www.contrapunto.com.sv/ministro-de-salud-francisco-alabi-isss-no-se-fusionara-con-el-minsal/,2023-11-13T15:54:24-06:00,"Ministro de salud, Francisco Alabi, niega posible fusión entre el Instituto Salvadoreño del Seguro Social y el Ministerio de Salud. ",Diario Digital Contra Punto,Sociedad,,Web Page
80,"Centro Comunitario de Aldeas Infantiles SOS beneficia a 250 familias en comunidad Las Margaritas, Santa Tecla",https://www.contrapunto.com.sv/centro-comunitario-de-aldeas-infantiles-sos-beneficia-a-250-familias-en-comunidad-las-margaritas-santa-tecla/,2023-11-13T14:09:09-06:00,"250 niñas, niños, adolescentes, jóvenes y sus familias habitantes de la comunidad Las Margaritas serán beneficiados con la rehabilitación del Centro Comunitario de Aldeas Infantiles SOS en El Salvador.",Diario Digital Contra Punto,Sociedad,,Web Page
81,Fiscalía socializa protocolo para investigaciones de feminicidios a través de taller,https://www.contrapunto.com.sv/fiscalia-socializa-protocolo-para-investigaciones-de-feminicidios-a-traves-de-taller/,2023-11-13T11:55:47-06:00,"El taller busca dar lineamientos de actuación para fortalecer el litigio en los casos de muertes violentas de mujeres, feminicidios y suicidio feminicida por inducción o ayuda.
",Diario Digital Contra Punto,Sociedad,,Web Page
82,FGR incauta más $25 mil en cocaína en Col. Flor Blanca,https://www.contrapunto.com.sv/fgr-incauta-mas-25-mil-en-cocaina-en-col-flor-blanca/,2023-11-08T12:27:38-06:00,"FGR en conjunto con la PNC incautan más de $25 mil en cocaína, a esto se le suman otras drogas como crack y mariguana en un inmueble ubicado en la Col. Flor Blanca de San Salvador.",Diario Digital Contra Punto,Sociedad,,Web Page
83,Capturan a sujeto por actos de zoofilia con perros en Nejapa,https://www.contrapunto.com.sv/capturan-a-sujeto-por-actos-de-zoofilia-con-perros-en-nejapa/,2023-11-06T17:01:40-06:00,"Polipet captura a Benjamín Alexander Aguirre Lemus por actos zoofílicos con perros en el municipio de Nejapa del departamento de San Salvador,",Diario Digital Contra Punto,Sociedad,,Web Page
84,120 niñas de 10 a 14 años embarazadas se registran en el 1er trimestre de 2023,https://www.contrapunto.com.sv/120-ninas-de-10-a-14-anos-embarazadas-se-registran-en-el-1er-trimestre-de-2023/,2023-11-03T17:24:27-06:00,"La Alianza por los derechos de la niñez, la adolescencia y la juventud presentó el informe “Balance de la situación de los derechos de la niñez y la adolescencia 2022 y primer trimestre 2023”.",Diario Digital Contra Punto,Sociedad,,Web Page
85,Alerta Verde en El Salvador tras paso de tormenta tropical Pilar,https://www.contrapunto.com.sv/alerta-verde-en-el-salvador-tras-paso-de-tormenta-tropical-pilar/,2023-11-03T14:34:19-06:00,"La Alerta Verde indica que la Tormenta Tropical Pilar deja de influenciar en el país. Pero, se esperan vientos acelerados norte y norestes.",Diario Digital Contra Punto,Sociedad,,Web Page
86,Día de los Muertos en Latinoamérica: Una Celebración de la Vida y la Memoria,https://www.contrapunto.com.sv/dia-de-los-muertos-en-latinoamerica-una-celebracion-de-la-vida-y-la-memoria/,2023-11-02T14:09:08-06:00,Día de los Muertos en Latinoamérica: Una Celebración de la Vida y la Memoria,Diario Digital Contra Punto,Sociedad,,Web Page
87,Alerta Amarilla en El Salvador: Disminuye riesgo de lluvias por tormenta Pilar,https://www.contrapunto.com.sv/alerta-amarilla-en-el-salvador-disminuye-riesgo-de-lluvias-por-tormenta-pilar/,2023-11-02T10:49:35-06:00,"La Dirección General de Protección Civil ha reducido la alerta de roja a amarilla, luego de que el Ministerio de Medio Ambiente anunciara la disipación de la tormenta tropical ""Pilar"". ",Diario Digital Contra Punto,Sociedad,,Web Page
88,"Cuatro sujetos, entre ellos un “brujo”, fueron condenados por violación en menores",https://www.contrapunto.com.sv/cuatro-sujetos-entre-ellos-un-brujo-fueron-condenados-por-violacion-en-menores/,2023-11-01T18:02:35-06:00,"Cuatro personas fueron condenadas con penas de entre 13 a 38 años de cárcel por delitos de violación en menor e incapaz, entre ellos una persona de nacionalidad nicaragüense y el caso de un supuesto brujo.",Diario Digital Contra Punto,Sociedad,,Web Page
89,Mujeres alcohólicas,https://www.contrapunto.com.sv/mujeres-alcoholicas/,2023-11-01T12:49:22-06:00,"Si bien el porcentaje de las mujeres que caen en el licor es menor, las consecuencias pueden ser más graves que en el caso de los hombres: Margarita Mendoza.",Diario Digital Contra Punto,Sociedad,,Web Page
90,MARN: Continúan lluvias durante el 1 de noviembre por Tormenta Tropical Pilar,https://www.contrapunto.com.sv/marn-continuan-lluvias-durante-el-1-de-noviembre-por-tormenta-tropical-pilar/,2023-11-01T12:15:54-06:00,"El Ministerio de Medio Ambiente informó que la Tormenta Tropical Pilar se ubica al suroeste de las costas salvadoreñas, por lo que aun se mantiene la alerta roja en el país.",Diario Digital Contra Punto,Sociedad,,Web Page
91,Interpol El Salvador detiene a fugitivo por Asesinato en Estados Unidos,https://www.contrapunto.com.sv/interpol-el-salvador-detiene-a-fugitivo-por-asesinato-en-estados-unidos/,2023-10-31T19:38:25-06:00,"Ever Alexander Salmeron Navarrete fue detenido por la Oficina Central Nacional Interpol de El Salvador. El capturado cuenta con Notificación Roja de Interpol por asesinar a su esposa en Texas, EE.UU.",Diario Digital Contra Punto,Sociedad,,Web Page
92,Lotería dedica sorteo a Correos de El Salvador,https://www.contrapunto.com.sv/loteria-dedica-sorteo-a-correos-de-el-salvador/,2023-11-08T17:18:27-06:00,"""Celebramos la trayectoria de Correos de El Salvador, una institución dinámica que es un pilar fundamental en la infraestructura postal y logística de nuestra nación"": Lotería.",Diario Digital Contra Punto,Economía,,Web Page
93,Lotería Nacional de Beneficencia participa en la SBC Summit Latinoamérica,https://www.contrapunto.com.sv/loteria-nacional-de-beneficencia-participa-en-la-sbc-summit-latinoamerica/,2023-11-06T12:37:57-06:00,"El presidente de la Lotería, Javier Milián, brindó detalles del trabajo que realiza la institución, en su ponencia ""Loterías en Latinoamérica: digitalización y regulación"".",Diario Digital Contra Punto,Economía,,Web Page
94,Lotería dedica sorteo a Canal 10,https://www.contrapunto.com.sv/loteria-dedica-sorteo-a-canal-10/,2023-11-01T17:54:30-06:00,"“Estamos celebrando el 59 aniversario de Canal 10; un pilar fundamental de la televisión nacional”: Lotería.
",Diario Digital Contra Punto,Economía,,Web Page
95,El Salvador: país mejor posicionado de Latinoamérica en ranking de Finanzas Sostenibles,https://www.contrapunto.com.sv/el-salvador-pais-mejor-posicionado-de-latinoamerica-en-ranking-de-finanzas-sostenibles/,2023-10-31T15:59:27-06:00,"Con 2.9 puntos, El Salvador encabeza ranking de Finanzas Sostenibles, siendo el mejor posicionado entre 20 países de Latinoamérica.",Diario Digital Contra Punto,Economía,,Web Page
96,Banco Mundial apoya inclusividad del sector transporte en El Salvador,https://www.contrapunto.com.sv/banco-mundial-apoya-inclusividad-del-sector-transporte-en-el-salvador/,2023-10-30T18:45:38-06:00,El Banco Mundial aprobó un proyecto para El Salvador que contribuirá a mejorar la conectividad y reducir la congestión en el Área Metropolitana Norte de San Salvador.,Diario Digital Contra Punto,Economía,,Web Page
97,SISTEMA FEDECRÉDITO desarrolla Congreso del Día Mundial del Ahorro,https://www.contrapunto.com.sv/sistema-fedecredito-desarrolla-congreso-del-dia-mundial-del-ahorro/,2023-10-27T21:48:08-06:00,El evento se desarrolló con el objetivo de sensibilizar a los salvadoreños sobre el hábito del ahorro.,Diario Digital Contra Punto,Economía,,Web Page
98,Lotería dedica sorteo a Diario El Salvador,https://www.contrapunto.com.sv/loteria-dedica-sorteo-a-diario-el-salvador-2/,2023-10-25T21:33:36-06:00,"“En un mundo donde estar informado es vital, los medios de comunicación se convierten en aliados”: la Lotería.",Diario Digital Contra Punto,Economía,,Web Page
99,"298,641 cuentas de ahorro hasta septiembre de 2023 reporta la Superintendencia del Sistema Financiero",https://www.contrapunto.com.sv/298641-cuentas-de-ahorro-hasta-septiembre-de-2023-reporta-la-superintendencia-del-sistema-financiero/,2023-10-24T18:06:27-06:00,"La Superintendencia del Sistema Financiero (SSF) informó que las cuentas de ahorro con requisitos simplificados llegaron a 298,641 al finalizar septiembre de 2023.",Diario Digital Contra Punto,Economía,,Web Page
100,Alcaldía de San Salvador inaugura el Ecoparque La Cima,https://www.contrapunto.com.sv/alcaldia-de-san-salvador-inaugura-el-ecoparque-la-cima/,2023-10-23T11:08:13-06:00,"Más de 30,000 habitantes de la urbanización Jardines de la Cima III podrán disfrutar del nuevo Ecoparque La Cima, inaugurado por el alcalde, Mario Durán.
",Diario Digital Contra Punto,Economía,,Web Page
101,"Con casi 3 mil turistas atraca “Eurodam”, el tercer crucero de la temporada 2023-2024",https://www.contrapunto.com.sv/con-casi-3-mil-turistas-atraca-eurodam-el-tercer-crucero-de-la-temporada-2023-2024/,2023-10-19T15:59:20-06:00,"El crucero “Eurodam”, de la compañía Holland America Line, atracó en el Puerto de Acajutla, en Sonsonate, con casi 3 mil turistas a bordo.
",Diario Digital Contra Punto,Economía,,Web Page
102,Lotería dedica sorteo a ANDA,https://www.contrapunto.com.sv/loteria-dedica-sorteo-a-anda/,2023-10-18T21:22:26-06:00,"""Expresamos al equipo de ANDA, nuestro más profundo agradecimiento, por su dedicación"": Lotería. ",Diario Digital Contra Punto,Economía,,Web Page
103,INJUVE entrega Capital Semilla a 45 mujeres jóvenes emprendedoras,https://www.contrapunto.com.sv/injuve-entrega-capital-semilla-a-45-mujeres-jovenes/,2023-10-18T13:05:52-06:00,"30 mujeres jóvenes reciben Capital Semilla por $3 mil, y 15 emprendimientos tendrán un incentivo de $2 mil, bajo el programa “Empléate Joven” del INJUVE.
",Diario Digital Contra Punto,Economía,,Web Page
104,"El Salvador, el FMI y el riesgo país",https://www.contrapunto.com.sv/el-salvador-el-fmi-y-el-riesgo-paiss/,2023-10-17T13:28:02-06:00,"""La situación fiscal de la macroeconomía salvadoreña ha mejorado en los últimos años, lo cual se ha visto reflejado en un menor déficit fiscal"": Arturo Villeda.",Diario Digital Contra Punto,Economía,,Web Page
105,Implementan Declaración Anticipada de Mercancías en frontera El Amatillo,https://www.contrapunto.com.sv/implementan-declaracion-anticipada-de-mercancias-en-frontera-el-amatillo/,2023-10-16T21:37:46-06:00,Disminuir tiempos y costos comerciales entre El Salvador y Honduras busca implementacion de esta herramienta en la frontera El Amatillo.,Diario Digital Contra Punto,Economía,,Web Page
106,"Exposición “Rostros y Flores” de la Casa Taller Panchimalco, de la Fundación Miguel Ángel Ramírez, El Salvador",https://www.contrapunto.com.sv/exposicion-rostros-y-flores-de-la-casa-taller-panchimalco-de-la-fundacion-miguel-angel-ramirez-el-salvador/,2023-10-28T12:07:44-06:00,El artista Miguel Ángel Ramírez refleja en la exposición “Rostros y Flores” la prístina esperanza que anida en los corazones de nuestra niñez.,Diario Digital Contra Punto,Cultura,,Web Page
107,MUPI conmemora el Día Mundial del Patrimonio Audiovisual con proyecciones históricas de cineastas salvadoreños,https://www.contrapunto.com.sv/mupi-conmemora-el-dia-mundial-del-patrimonio-audiovisual-con-proyecciones-historicas-de-cineastas-salvadorenos/,2023-10-25T13:24:20-06:00,"Cuatro producciones cinematográficas que forman parte del archivo histórico, serán presentadas por el Museo de la Palabra y la Imagen el viernes 27 de octubre de forma gratuita.",Diario Digital Contra Punto,Cultura,,Web Page
108,Gaza: Muerte de una poeta,https://www.contrapunto.com.sv/gaza-muerte-de-una-poeta/,2023-10-21T13:52:41-06:00,"La poeta palestina, Heba Abu Nada, murió ayer a los 32 años durante los bombardeos de Israel sobre la franja de Gaza.",Diario Digital Contra Punto,Cultura,,Web Page
109,"Vejez, mejor amigo de las parejas heterosexuales",https://www.contrapunto.com.sv/vejez-mejor-amigo-de-las-parejas-heterosexualess/,2023-10-19T12:02:52-06:00,"""Para algunas parejas, la disminución de la libido puede disminuir la presión o la preocupación acerca del rendimiento sexual"": Margarita Mendoza.",Diario Digital Contra Punto,Cultura,,Web Page
110,Top 4 de escritoras peruanas,https://www.contrapunto.com.sv/top-4-de-escritoras-peruanas/,2023-10-17T07:56:11-06:00,"""Aquí una panorámica de la frontera entre la narrativa y la poesía que ofrece la cofradía de escritoras peruanas"": Alejandro Herrera. ",Diario Digital Contra Punto,Cultura,,Web Page
111,"Kareen Spano, la gardenia azul de chaqueta metálica ",https://www.contrapunto.com.sv/kareen-spano-la-gardenia-azul-de-chaqueta-metalica/,2023-10-15T08:14:18-06:00,"""La escena literaria peruana de los últimos tres años ha vivido una sacudida con la irrupción de la escritora y editora Kareen Spano, un autor que escribe a martillazos"": Alejandro Herrera.",Diario Digital Contra Punto,Cultura,,Web Page
112,Compañía Nacional de Danza abre convocatoria para audiciones del elenco 2024,https://www.contrapunto.com.sv/compania-nacional-de-danza-abre-convocatoria-para-audiciones-del-elenco-2024/,2023-10-12T11:03:03-06:00,"Bailarinas y bailarines, nacionales y extranjeros, podrán participar en las audiciones para integrar el elenco del año 2024, que estarán abiertas hasta el 20 de octubre.",Diario Digital Contra Punto,Cultura,,Web Page
113,Insatisfacción sexual y consecuencias,https://www.contrapunto.com.sv/insatisfaccion-sexual-y-consecuencias/,2023-10-04T09:36:06-06:00,"Dos de cada tres personas no están satisfechas con su vida sexual, según los datos del Proyecto Sex360.",Diario Digital Contra Punto,Cultura,,Web Page
114,Abren convocatoria de audiciones para integrar la Banda El Salvador,https://www.contrapunto.com.sv/abren-convocatoria-de-audiciones-para-integrar-la-banda-el-salvador/,2023-10-02T17:38:59-06:00,Los nuevos aspirantes deberán aprobar la audición musical y la entrevista de ingreso de carácter presencial. Las audiciones inician este viernes 6 de octubre. ,Diario Digital Contra Punto,Cultura,,Web Page
115,"Fallece Fidelia de Menéndez, esposa del pintor César Menéndez",https://www.contrapunto.com.sv/fallece-fidelia-de-menendez-esposa-del-pintor-cesar-menendez/,2023-09-28T18:19:51-06:00,"Fallece Fidelia de Menéndez, madre del cineasta salvadoreño Arturo Menéndez y esposa del pintor César Menéndez.",Diario Digital Contra Punto,Cultura,,Web Page
116,Realizarán Festival de Arte y Diseño 2023 en Centro Histórico,https://www.contrapunto.com.sv/realizaran-festival-de-arte-y-diseno-2023-en-centro-historico/,2023-09-22T16:00:43-06:00,"
La Comisión Nacional de la Micro y Pequeña Empresa (CONAMYPE) ha anunciado la próxima realización de la segunda edición del Festival de Arte y...",Diario Digital Contra Punto,Cultura,,Web Page
117,"“La imagen y la pasión de un documentalista”, el nuevo taller del cineasta Jorge Dalton",https://www.contrapunto.com.sv/la-imagen-y-la-pasion-de-un-documentalista-el-nuevo-taller-del-cineasta-jorge-dalton/,2023-09-18T10:45:54-06:00,"Jorge Dalton, destacado cineasta en El Salvador y la región centroamericana, desarrollará gratuitamente el taller ""La imagen y la pasión de un documentalista"", el 23 y 30 de septiembre.
",Diario Digital Contra Punto,Cultura,,Web Page
118,Alfonso Velis Tobar y su devoción por la Literatura salvadoreña,https://www.contrapunto.com.sv/alfonso-velis-tobar-y-su-devocion-por-la-literatura-salvadorena/,2023-09-15T18:16:43-06:00,"El libro “Contribución a la historiografía literaria salvadoreña en Centroamérica"" es ambicioso en su alcance y es un material válido para otros investigadores: Grego Pineda.",Diario Digital Contra Punto,Cultura,,Web Page
119,"Teatro Hamlet presenta “Kabaré”, una comedia salvadoreña con sabor tropical",https://www.contrapunto.com.sv/teatro-hamlet-presenta-kabare-una-comedia-salvadorena-con-sabor-tropical/,2023-09-12T13:27:05-06:00,"""Kabaré, Baila mi cumbia mamá”, la nueva función de Teatro Hamlet, ha sido diseñada para reír, pensar, recapacitar, corregir y vivir la vida con humor. Inicia el 6 de octubre.
",Diario Digital Contra Punto,Cultura,,Web Page
120,El Salvador pierde 1-0 contra Martinica y desciende a la Liga B de Naciones,https://www.contrapunto.com.sv/el-salvador-pierde-1-0-contra-martinica-y-desciende-a-la-liga-b-de-naciones/,2023-10-13T21:39:18-06:00,La Selecta cae ante Martinica en su primer partido con Rubén de la Barrera como técnico y queda sin posibilidades de asistir a la Copa América.,Diario Digital Contra Punto,Deportes,,Web Page
121,Inauguran Liga Nacional de Fútbol Copa Lotería 2023-2024,https://www.contrapunto.com.sv/inauguran-liga-nacional-de-futbol-copa-loteria-2023-2024/,2023-10-13T21:03:41-06:00,El balón de la Copa Lotería 2023-2024 rodará el martes 17 de octubre con el partido inaugural entre el campeón Cabañas y Ahuachapán.,Diario Digital Contra Punto,Deportes,,Web Page
122,Inicia temporada 23-24 de la Copa Alevines con más de 3 mil jugadores,https://www.contrapunto.com.sv/inicia-temporada-23-24-de-la-copa-alevines-con-mas-de-3-mil-jugadores/,2023-09-29T16:30:39-06:00,"3,260 niños de 163 equipos de todo el país participaran la temporada 23-24 de la Copa Alevines, en su segunda edición.",Diario Digital Contra Punto,Deportes,,Web Page
123,"FESFUT da la bienvenida a Rubén de la Barrera, nuevo técnico de la Selecta",https://www.contrapunto.com.sv/fesfut-da-la-bienvenida-a-ruben-de-la-barrera-nuevo-tecnico-de-la-selecta/,2023-09-19T19:38:50-06:00,"A una semana de haber destituido a Hugo Pérez, la FESFUT pone la confianza en el español, Rubén de la Barrera, como Director Técnico de la Selecta.
",Diario Digital Contra Punto,Deportes,,Web Page
124,$52 mil en premios da INDES a atletas y entrenadores destacados,https://www.contrapunto.com.sv/52-mil-en-premios-da-indes-a-atletas-y-entrenadores-destacados/,2023-09-13T16:40:41-06:00,"INDES da $52 mil a atletas y entrenadores destacados en los Juegos Centroamericanos 2023 y otras competencias internacionales, bajo el programa ""Esfuerzo y Gloria"".
",Diario Digital Contra Punto,Deportes,,Web Page
125,"Fesfut decide destituir a Hugo Pérez, tras mala racha en partidos",https://www.contrapunto.com.sv/fesfut-decide-destituir-a-hugo-perez-tras-mala-racha-en-partidos/,2023-09-11T15:36:39-06:00,"Tras la derrota de ayer ante Trinidad y Tobago, que suma a la Selecta 13 partidos sin ganar desde el 4 de junio de 2022, la Fesfut decide terminar el contrato con Hugo Pérez.
",Diario Digital Contra Punto,Deportes,,Web Page
126,PNC detalla operativo de seguridad para partido entre El Salvador y Trinidad y Tobago,https://www.contrapunto.com.sv/pnc-detalla-operativo-de-seguridad-para-partido-entre-el-salvador-y-trinidad-y-tobago/,2023-09-08T11:47:50-06:00,"No venta de alcohol, ""cero tolerancia"" a desórdenes públicos y despliegue de 600 agentes son parte del dispositivo de seguridad para el partido de este domingo.",Diario Digital Contra Punto,Deportes,,Web Page
127,15 karatecas salvadoreños se dirigen al Open Internacional de Costa Rica,https://www.contrapunto.com.sv/15-karatecas-salvadorenos-se-dirigen-al-open-internacional-de-costa-rica/,2023-08-18T10:17:33-06:00,"Open Internacional se realizará en San José, Costa Rica, del 19 al 21 de agosto.
",Diario Digital Contra Punto,Deportes,,Web Page
128,Inauguran copa SISTEMA FEDECRÉDITO Sub-20 reserva,https://www.contrapunto.com.sv/inauguran-copa-sistema-fedecredito-sub-20-reserva/,2023-08-15T07:48:52-06:00,"""Es un orgullo poder motivar a aproximadamente 350 jóvenes de los 12 equipos que participarán de este torneo"": SISTEMA FEDECRÉDITO.",Diario Digital Contra Punto,Deportes,,Web Page
129,El Salvador listo para albergar el Campeonato Femenino Mayor de Baloncesto,https://www.contrapunto.com.sv/el-salvador-listo-para-albergar-el-campeonato-femenino-mayor-de-baloncesto/,2023-07-17T12:11:34-06:00,"El Salvador será nuevamente sede de un campeonato internacional, en esta ocasión, del COCABA 2023, a disputarse del 19 al 23 de julio.",Diario Digital Contra Punto,Deportes,,Web Page
130,Gabriella Izaguirre suma la octava medalla de oro en San Salvador 2023,https://www.contrapunto.com.sv/gabriella-izaguirre-suma-la-octava-medalla-de-oro-en-san-salvador-2023/,2023-07-06T17:29:58-06:00,"¡Octavo oro para El Salvador! La karateca Gabriella Izaguirre venció con 5-4 a la colombiana Sofía Cárdenas, en la final de -50 kg femenino.
",Diario Digital Contra Punto,Deportes,,Web Page
131,Doble oro ecuestre para El Salvador en los Juegos San Salvador 2023,https://www.contrapunto.com.sv/doble-oro-ecuestre-para-el-salvador-en-los-juegos-san-salvador-2023/,2023-07-06T12:26:21-06:00,"El jinete Juan Manuel Bolaños y su equino Zilouet Mystic Rose ganan dos medallas de oros en salto individual y overall, elevando el estatus deportivo de El Salvador.",Diario Digital Contra Punto,Deportes,,Web Page
132,Atletismo: 5° medalla de oro otorga Pablo Ibáñez a El Salvador,https://www.contrapunto.com.sv/atletismo-5-medalla-de-oro-otorga-pablo-ibanez-a-el-salvador/,2023-07-05T10:52:39-06:00,Pablo Ibáñez se convierte en el primer hombre salvadoreño en ganar oro en atletismo en los Juegos Centroamericanos y del Caribe San Salvador 2023.,Diario Digital Contra Punto,Deportes,,Web Page
133,Selección sub-22: Jugadores señalados de indisciplina,https://www.contrapunto.com.sv/seleccion-sub-22-jugadores-senalados-de-indisciplina/,2023-07-03T17:09:13-06:00,"La FESFUT señala indisciplina de jugadores sub-22: Enrico Dueñas Hernández, Elmer Bonilla y Adriel Martínez. Los futbolistas niegan las acusaciones.",Diario Digital Contra Punto,Deportes,,Web Page
0,¿Por qué Bukele? Una reflexión de fin de año,https://www.contrapunto.com.sv/por-que-bukele-una-reflexion-de-fin-de-ano/,2023-12-30T10:53:04-06:00,"""Termina al año 2023, durante el cual El Salvador ha sido noticia mundial. Esta vez con más opiniones favorables que el año anterior"": Félix Ulloa.",Diario Digital Contra Punto,Opinión,,Web Page
